region,month,hours_per_week,deliveries_per_day,income_mean,income_variability,stress_level,work_life_balance,burnout_risk
Cologne,3,38.0,8.0,800.0,0.44,3.0,7.6,0
Hamburg,3,49.7,21.0,1558.0,0.61,5.4,4.9,0
Berlin,10,38.0,10.6,1250.0,0.63,4.0,6.3,0
Frankfurt,10,42.6,11.4,1075.0,0.63,2.7,8.0,0
Frankfurt,6,49.7,15.3,1499.0,0.58,6.4,4.0,0
Frankfurt,2,50.2,15.9,1030.0,0.55,5.9,4.2,0
Munich,12,34.2,16.3,1410.0,0.65,1.0,10.0,0
Munich,8,55.0,17.3,1170.0,0.74,5.9,2.8,1
Frankfurt,8,56.3,26.7,1872.0,0.53,4.5,4.9,0
Berlin,4,33.7,11.4,1030.0,0.59,5.0,6.0,0
Munich,2,36.8,18.4,1604.0,0.71,1.5,8.6,0
Hamburg,9,56.9,21.7,1636.0,0.49,5.2,5.6,0
Cologne,9,43.5,15.6,1534.0,0.75,4.9,5.3,0
Munich,2,22.8,12.3,913.0,0.53,2.4,9.0,0
Munich,10,31.0,13.7,1042.0,0.9,4.2,4.7,0
Berlin,4,42.5,16.1,1279.0,0.77,2.0,9.4,0
Berlin,1,33.4,18.1,1397.0,0.9,5.8,5.4,0
Hamburg,6,40.9,12.1,1226.0,0.67,4.9,3.9,1
Hamburg,11,45.3,12.1,800.0,0.9,6.6,4.1,0
Hamburg,11,59.6,17.8,1277.0,0.9,7.3,2.7,1
Hamburg,11,42.1,19.3,1305.0,0.61,4.2,5.2,0
Munich,1,55.7,22.9,2211.0,0.9,3.6,4.5,1
Hamburg,12,59.3,18.2,1390.0,0.9,5.1,3.9,1
Hamburg,7,59.3,12.7,864.0,0.8,8.3,2.4,1
Frankfurt,9,47.8,15.3,1169.0,0.9,6.9,4.0,1
Munich,9,25.4,5.4,800.0,0.58,1.6,8.2,0
Munich,11,49.6,15.1,1337.0,0.53,1.0,9.8,0
Munich,2,55.5,15.3,1111.0,0.69,5.2,5.7,1
Cologne,11,44.2,9.9,800.0,0.57,4.0,6.2,0
Hamburg,8,62.4,26.5,1826.0,0.9,5.9,3.4,1
Hamburg,11,53.6,15.8,1293.0,0.9,6.2,4.3,1
Hamburg,3,50.7,21.1,1947.0,0.78,6.4,4.1,1
Berlin,5,55.9,18.0,1320.0,0.9,7.1,3.6,1
Berlin,4,48.3,12.7,1145.0,0.9,5.5,5.4,0
Berlin,6,20.1,8.2,800.0,0.41,1.0,7.6,0
Cologne,11,40.0,12.2,800.0,0.48,3.5,6.0,0
Hamburg,12,57.0,18.4,1606.0,0.9,9.2,1.0,1
Munich,12,36.9,12.7,1489.0,0.9,4.3,6.5,0
Munich,7,42.8,11.8,1054.0,0.9,4.8,5.0,0
Frankfurt,9,34.6,6.7,800.0,0.41,4.0,6.4,0
Berlin,10,62.8,20.8,1594.0,0.87,6.9,1.6,1
Cologne,5,61.8,23.5,2262.0,0.75,2.6,8.8,1
Frankfurt,2,36.2,9.3,809.0,0.71,3.3,5.5,0
Cologne,12,46.5,16.0,1123.0,0.86,4.6,6.2,0
Munich,4,38.2,17.2,1367.0,0.57,5.7,4.4,0
Hamburg,2,51.1,16.8,1385.0,0.46,5.2,4.6,0
Munich,1,50.1,17.0,1450.0,0.38,2.5,7.2,0
Munich,2,53.1,17.9,1732.0,0.73,6.0,3.4,1
Berlin,11,48.3,14.1,1380.0,0.58,3.6,7.7,0
Munich,7,70.0,20.4,1668.0,0.9,5.2,4.8,1
Cologne,2,34.7,8.6,800.0,0.36,2.2,6.5,0
Hamburg,4,27.9,10.4,911.0,0.65,3.6,6.0,0
Berlin,5,41.1,16.0,1155.0,0.9,6.0,4.1,0
Frankfurt,3,29.3,12.2,1171.0,0.68,3.7,7.2,0
Munich,4,30.1,8.9,800.0,0.48,4.0,5.4,0
Berlin,10,35.0,14.9,1294.0,0.59,4.2,5.3,0
Berlin,3,35.8,12.8,1371.0,0.76,3.7,6.3,0
Berlin,8,35.5,12.0,1073.0,0.44,4.6,6.3,0
Cologne,10,50.2,6.7,800.0,0.85,1.4,7.2,1
Frankfurt,8,39.9,10.9,800.0,0.75,4.2,6.3,0
Berlin,3,43.2,9.8,800.0,0.76,2.8,6.8,0
Cologne,9,53.9,19.9,1362.0,0.86,7.1,2.5,1
Frankfurt,9,37.3,12.7,1125.0,0.9,3.5,8.5,0
Hamburg,7,42.4,10.9,800.0,0.77,4.3,5.5,0
Cologne,1,48.7,17.1,1564.0,0.73,2.6,8.1,0
Berlin,12,25.6,5.0,800.0,0.9,4.1,6.6,0
Munich,10,21.2,5.0,800.0,0.87,3.1,5.8,0
Cologne,11,48.5,14.0,1015.0,0.5,5.7,2.5,0
Hamburg,3,49.9,18.3,1458.0,0.56,3.8,7.0,0
Frankfurt,8,65.6,26.1,1732.0,0.62,5.4,3.5,1
Hamburg,6,46.6,13.8,1266.0,0.45,5.0,3.3,0
Frankfurt,9,53.2,21.7,1703.0,0.9,4.3,6.7,1
Cologne,11,43.0,14.5,1462.0,0.64,5.0,4.0,0
Frankfurt,11,48.0,16.7,1414.0,0.49,1.6,7.7,0
Berlin,10,61.7,20.4,1676.0,0.53,5.4,6.5,0
Cologne,11,23.8,7.3,800.0,0.9,5.1,3.3,1
Munich,9,49.1,17.7,1221.0,0.9,5.6,3.2,1
Hamburg,1,66.4,24.3,1857.0,0.89,6.9,2.7,1
Hamburg,6,47.8,13.3,1089.0,0.9,7.8,2.0,1
Cologne,11,61.5,19.9,1534.0,0.8,2.6,6.5,1
Munich,11,38.7,17.9,1318.0,0.73,2.6,6.2,0
Cologne,3,44.7,15.4,1178.0,0.5,3.9,7.6,0
Berlin,5,45.3,16.0,1287.0,0.9,5.8,4.4,0
Berlin,1,22.8,11.1,1353.0,0.72,3.6,7.0,0
Munich,11,33.3,9.6,800.0,0.74,2.0,7.8,0
Cologne,11,34.0,11.2,800.0,0.77,4.9,5.4,0
Munich,7,53.2,20.2,1585.0,0.9,4.7,6.2,1
Munich,6,53.7,21.6,2030.0,0.9,7.2,1.8,1
Berlin,12,48.2,9.0,1033.0,0.71,3.3,7.0,0
Berlin,10,53.2,15.5,1633.0,0.9,5.1,5.6,1
Munich,5,43.4,11.5,929.0,0.61,3.6,7.9,0
Munich,2,57.0,18.6,1619.0,0.75,7.3,4.7,1
Frankfurt,8,45.1,12.3,800.0,0.69,3.7,6.3,0
Berlin,5,45.6,17.2,1304.0,0.78,4.5,6.6,0
Munich,2,42.3,14.6,948.0,0.58,5.0,2.3,0
Frankfurt,4,51.8,19.9,1691.0,0.9,6.0,5.5,1
Munich,10,40.8,16.5,1324.0,0.9,5.4,3.9,1
Frankfurt,8,54.8,20.3,1669.0,0.84,5.8,4.0,1
Munich,8,33.7,10.2,800.0,0.65,2.7,7.7,0
Cologne,3,34.0,11.6,1102.0,0.52,2.9,7.0,0
Berlin,10,51.9,15.9,800.0,0.9,5.2,5.0,1
Munich,8,44.1,10.6,800.0,0.89,4.8,6.8,0
Hamburg,10,40.5,16.3,1287.0,0.68,3.8,5.8,0
Hamburg,9,53.9,17.7,1013.0,0.87,5.4,3.5,1
Frankfurt,2,38.9,8.5,800.0,0.48,1.6,10.0,0
Berlin,6,43.0,15.9,1241.0,0.5,5.3,5.2,0
Frankfurt,11,59.0,19.0,1632.0,0.63,6.2,5.8,1
Berlin,3,60.4,14.0,1516.0,0.62,7.5,3.3,1
Hamburg,5,60.7,16.1,1355.0,0.81,6.1,2.6,1
Hamburg,4,42.2,12.0,1151.0,0.65,1.6,9.0,0
Frankfurt,8,57.3,19.7,1855.0,0.69,5.2,3.8,1
Cologne,7,35.5,14.2,1234.0,0.68,3.3,6.8,0
Hamburg,7,35.9,14.2,966.0,0.49,4.7,5.2,0
Berlin,11,21.5,9.0,800.0,0.71,1.0,7.4,0
Munich,12,61.7,20.5,1713.0,0.53,6.2,3.0,1
Munich,12,36.4,17.3,1303.0,0.8,4.4,7.8,0
Munich,1,43.7,16.7,1591.0,0.63,3.4,6.9,0
Hamburg,6,35.9,12.6,916.0,0.5,3.7,6.1,0
Cologne,2,52.0,19.0,1518.0,0.73,4.3,7.6,1
Hamburg,8,41.2,12.6,800.0,0.82,3.0,6.6,0
Berlin,6,32.0,10.5,800.0,0.58,2.6,7.3,0
Hamburg,9,49.4,10.2,800.0,0.61,3.9,7.1,0
Hamburg,10,30.7,9.1,800.0,0.49,4.1,5.5,0
Hamburg,1,36.6,17.5,1389.0,0.68,2.6,6.7,0
Hamburg,8,23.9,8.4,800.0,0.75,1.0,6.7,0
Berlin,12,30.8,10.6,1372.0,0.82,5.7,3.3,1
Hamburg,2,46.8,18.6,1654.0,0.61,6.1,2.9,1
Cologne,7,25.4,9.5,979.0,0.65,1.0,9.2,0
Frankfurt,11,30.2,7.7,800.0,0.31,1.9,7.5,0
Berlin,12,45.0,15.1,1226.0,0.9,4.9,7.3,0
Cologne,12,39.6,9.8,800.0,0.9,4.4,4.5,0
Munich,3,64.9,22.2,2300.0,0.77,4.3,7.1,1
Munich,7,63.3,18.6,1466.0,0.9,8.1,2.1,1
Berlin,1,36.3,14.9,1071.0,0.49,4.9,5.9,0
Frankfurt,10,50.6,15.3,1075.0,0.63,5.8,5.0,1
Hamburg,9,52.5,15.0,1269.0,0.75,7.3,1.0,1
Berlin,6,39.0,12.7,1298.0,0.89,4.6,5.4,0
Hamburg,7,30.0,11.1,1106.0,0.67,3.7,6.1,0
Hamburg,9,44.9,11.3,800.0,0.75,6.8,2.0,1
Munich,10,43.3,12.9,873.0,0.59,6.0,4.5,0
Frankfurt,1,40.6,13.9,1358.0,0.83,2.8,8.9,0
Hamburg,8,49.4,20.5,2059.0,0.51,5.9,1.4,0
Berlin,11,37.5,5.0,800.0,0.54,2.8,6.7,0
Munich,7,33.5,13.0,1282.0,0.55,4.1,4.6,0
Hamburg,2,46.1,14.2,844.0,0.54,5.3,4.7,0
Munich,1,48.9,14.8,1016.0,0.44,2.8,6.9,0
Munich,10,33.2,9.0,800.0,0.65,3.1,6.3,0
Berlin,1,54.3,17.0,1443.0,0.75,5.8,4.9,1
Berlin,11,27.3,11.0,841.0,0.61,2.1,9.6,0
Cologne,4,39.2,11.5,965.0,0.86,4.4,8.3,0
Hamburg,5,42.4,19.1,1773.0,0.9,5.5,3.8,1
Munich,7,38.6,14.8,1049.0,0.46,3.8,4.4,0
Cologne,8,39.3,13.7,1116.0,0.46,4.3,6.3,0
Berlin,2,63.7,20.7,1392.0,0.81,8.4,3.2,1
Frankfurt,9,36.5,15.7,1491.0,0.75,4.4,6.5,0
Munich,11,69.4,27.1,2391.0,0.62,7.2,4.4,1
Frankfurt,7,49.4,13.0,1110.0,0.8,3.5,6.3,0
Frankfurt,6,45.9,13.2,1080.0,0.81,5.6,3.8,1
Munich,11,49.8,18.5,1377.0,0.9,5.5,4.6,0
Cologne,8,70.0,26.1,1812.0,0.86,8.9,1.0,1
Cologne,2,35.1,10.8,924.0,0.62,3.6,7.1,0
Munich,1,33.8,9.0,874.0,0.73,1.0,10.0,0
Hamburg,5,37.5,12.7,1421.0,0.42,1.2,9.9,0
Frankfurt,9,45.3,19.5,1484.0,0.71,5.6,4.9,0
Cologne,7,27.7,9.4,804.0,0.3,1.9,8.3,0
Munich,7,45.2,11.3,1125.0,0.79,5.2,5.6,0
Berlin,9,61.9,21.0,1907.0,0.9,6.4,1.7,1
Berlin,5,46.5,17.9,1304.0,0.44,4.4,5.8,0
Munich,5,42.1,13.7,1042.0,0.77,4.1,6.0,0
Hamburg,7,38.8,16.7,1232.0,0.84,2.6,7.6,0
Berlin,11,54.0,20.6,1467.0,0.77,5.4,4.5,1
Hamburg,12,36.7,12.1,1259.0,0.53,2.8,7.6,0
Munich,12,63.5,21.3,1715.0,0.9,5.8,3.6,1
Munich,6,64.3,15.9,1259.0,0.54,5.9,5.2,0
Frankfurt,10,47.6,19.5,1608.0,0.55,4.4,6.1,0
Munich,6,44.9,14.0,1129.0,0.9,5.9,4.3,0
Hamburg,8,55.3,17.2,1335.0,0.65,5.3,4.0,1
Cologne,4,55.9,17.0,1208.0,0.9,7.1,3.7,1
Berlin,2,36.9,13.7,1408.0,0.7,6.0,4.2,0
Berlin,3,39.7,9.9,800.0,0.9,5.3,4.0,1
Frankfurt,10,31.8,7.6,800.0,0.81,4.0,6.0,0
Cologne,4,49.1,16.2,1280.0,0.75,5.4,5.2,0
Hamburg,5,51.7,15.3,1659.0,0.84,6.5,4.1,1
Hamburg,2,31.5,11.5,800.0,0.47,3.3,7.2,0
Frankfurt,8,40.4,11.7,1079.0,0.55,5.5,4.6,0
Munich,12,31.5,15.3,1174.0,0.83,4.1,7.0,0
Cologne,12,36.0,14.1,1176.0,0.86,3.1,8.2,0
Berlin,5,50.5,18.9,1695.0,0.9,6.4,4.3,1
Cologne,7,37.7,10.7,800.0,0.9,3.9,5.5,0
Frankfurt,9,42.0,21.2,1518.0,0.9,4.0,4.9,0
Munich,7,28.7,8.3,842.0,0.77,2.2,7.3,0
Cologne,4,46.9,13.5,1098.0,0.9,4.9,7.0,0
Munich,3,44.6,17.0,1400.0,0.6,6.0,4.3,0
Cologne,8,37.7,13.2,1195.0,0.89,5.1,7.0,0
Berlin,9,43.1,11.9,800.0,0.89,4.8,5.0,0
Hamburg,5,46.8,22.2,1986.0,0.57,5.6,4.2,0
Cologne,6,36.9,15.2,1381.0,0.9,5.6,4.3,0
Hamburg,10,30.2,10.1,855.0,0.35,2.8,7.1,0
Hamburg,12,63.1,28.2,2351.0,0.69,4.6,4.6,1
Hamburg,12,38.7,15.3,1459.0,0.5,5.8,3.0,0
Frankfurt,10,44.0,14.6,1053.0,0.69,3.6,6.9,0
Berlin,6,55.1,25.2,2149.0,0.67,4.5,6.6,1
Hamburg,3,70.0,25.3,2374.0,0.79,4.3,8.1,1
Berlin,12,32.6,12.7,1144.0,0.87,4.1,5.5,0
Cologne,4,49.5,15.3,1183.0,0.79,2.5,7.1,0
Berlin,11,37.9,12.8,1487.0,0.77,2.7,6.6,0
Munich,9,39.6,12.0,1004.0,0.5,4.8,6.3,0
Hamburg,6,37.8,16.9,1633.0,0.69,4.9,6.0,0
Cologne,12,33.7,6.4,800.0,0.81,2.4,6.7,0
Hamburg,5,44.6,19.0,1730.0,0.81,4.3,4.8,0
Hamburg,9,30.3,7.5,800.0,0.69,1.7,9.2,0
Cologne,8,54.5,18.0,1503.0,0.57,4.6,5.8,0
Cologne,9,45.6,14.3,1022.0,0.64,5.0,5.8,0
Frankfurt,11,49.2,14.8,1568.0,0.9,4.2,4.9,0
Frankfurt,9,40.3,15.5,1197.0,0.89,3.7,4.5,0
Frankfurt,4,41.3,13.8,879.0,0.4,1.9,7.2,0
Berlin,8,47.9,14.0,1135.0,0.85,6.5,4.2,0
Munich,10,33.4,11.6,1034.0,0.7,4.1,8.0,0
Munich,9,41.4,11.7,932.0,0.73,5.3,4.2,0
Berlin,11,36.4,10.5,800.0,0.76,5.6,6.7,0
Frankfurt,5,36.1,7.5,811.0,0.7,2.4,8.5,0
Munich,4,23.9,6.6,800.0,0.87,1.9,6.8,0
Frankfurt,10,58.4,20.9,1346.0,0.88,3.0,7.2,1
Cologne,1,38.1,12.8,850.0,0.9,8.5,2.3,1
Berlin,3,56.6,24.3,1914.0,0.89,5.4,2.1,1
Frankfurt,10,55.7,26.4,2006.0,0.57,7.1,3.5,1
Berlin,2,32.1,9.3,851.0,0.53,1.4,9.8,0
Hamburg,12,34.1,8.9,1078.0,0.75,4.9,5.5,0
Berlin,7,70.0,26.7,2062.0,0.9,9.8,1.0,1
Berlin,4,62.5,21.8,2063.0,0.9,6.2,3.7,1
Frankfurt,9,44.7,18.3,1171.0,0.62,3.0,6.8,0
Berlin,9,47.6,17.1,1456.0,0.61,4.5,4.3,0
Hamburg,2,38.7,12.3,866.0,0.45,1.0,8.3,0
Cologne,3,49.3,15.9,1365.0,0.79,4.9,4.7,0
Munich,8,37.8,13.9,800.0,0.62,5.0,5.1,0
Cologne,10,24.7,7.6,800.0,0.87,2.4,7.0,0
Berlin,3,31.8,14.3,1235.0,0.59,2.8,6.4,0
Hamburg,4,45.2,11.2,800.0,0.9,5.3,5.4,0
Hamburg,11,33.7,14.9,1125.0,0.48,4.3,6.1,0
Cologne,3,44.3,9.2,1100.0,0.41,1.9,7.5,0
Frankfurt,12,34.3,11.9,976.0,0.68,3.6,6.9,0
Munich,2,37.2,11.4,1092.0,0.9,7.4,2.2,1
Berlin,1,53.5,13.3,912.0,0.58,3.4,6.7,0
Berlin,3,47.5,9.6,800.0,0.9,4.6,6.4,0
Cologne,9,44.9,11.7,918.0,0.83,7.4,2.0,1
Hamburg,8,53.8,18.1,1147.0,0.9,7.0,1.8,1
Hamburg,9,49.8,14.8,1044.0,0.58,4.2,5.6,0
Frankfurt,10,59.5,16.7,1383.0,0.8,6.3,2.4,1
Munich,5,40.4,17.5,1380.0,0.57,4.0,5.7,0
Berlin,5,40.7,9.9,857.0,0.48,2.9,6.8,0
Cologne,8,32.0,12.7,1136.0,0.61,3.1,4.4,0
Frankfurt,5,40.7,10.9,800.0,0.58,3.7,6.9,0
Munich,4,54.6,14.8,999.0,0.9,5.6,4.2,1
Berlin,9,58.0,17.5,966.0,0.88,4.7,6.5,1
Munich,1,54.6,20.1,1531.0,0.59,3.5,6.7,0
Berlin,6,27.1,5.0,800.0,0.9,2.6,8.1,0
Munich,7,55.8,19.5,1856.0,0.9,8.2,3.0,1
Munich,6,26.6,6.0,800.0,0.89,2.8,7.1,0
Cologne,12,54.0,15.7,1527.0,0.8,4.9,5.1,1
Frankfurt,10,41.3,15.0,1275.0,0.71,5.3,3.2,1
Hamburg,8,52.0,23.9,1930.0,0.64,5.0,6.3,1
Munich,11,31.7,7.8,800.0,0.51,6.0,3.9,0
Cologne,8,56.7,21.1,1208.0,0.86,5.7,3.3,1
Hamburg,5,30.4,9.2,979.0,0.74,4.1,6.7,0
Frankfurt,12,38.3,11.3,897.0,0.71,2.7,5.1,0
Frankfurt,4,35.0,14.9,1469.0,0.76,4.3,5.3,0
Munich,11,27.5,6.6,800.0,0.44,3.2,7.7,0
Berlin,7,45.9,11.9,1434.0,0.84,4.5,5.1,0
Frankfurt,9,63.1,22.4,1742.0,0.69,5.6,3.7,1
Cologne,2,70.0,28.1,2111.0,0.81,6.0,3.5,1
Munich,12,46.0,17.6,1363.0,0.67,5.0,3.0,1
Frankfurt,7,56.2,14.5,1194.0,0.54,6.6,4.2,0
Munich,6,47.3,13.9,1100.0,0.9,4.5,5.3,0
Berlin,3,50.0,19.6,1465.0,0.56,5.4,4.3,0
Frankfurt,2,41.6,18.6,1128.0,0.75,4.1,5.6,0
Munich,1,47.0,16.3,1146.0,0.9,4.8,5.2,0
Cologne,2,50.4,15.1,1419.0,0.57,4.7,5.9,0
Frankfurt,12,39.2,18.0,1265.0,0.64,3.9,6.0,0
Berlin,5,44.2,14.5,818.0,0.85,8.5,1.0,1
Hamburg,1,44.4,13.0,828.0,0.5,4.9,5.7,0
Hamburg,8,53.3,15.4,1217.0,0.77,6.3,4.2,1
Munich,4,34.3,7.9,800.0,0.69,4.1,6.1,0
Frankfurt,3,44.5,23.3,1810.0,0.42,4.1,7.0,0
Frankfurt,10,64.1,25.6,1891.0,0.9,8.4,1.7,1
Berlin,2,56.6,16.9,1555.0,0.52,5.2,5.9,0
Hamburg,1,58.5,24.7,2074.0,0.9,7.4,4.0,1
Cologne,8,45.2,16.7,1778.0,0.79,4.0,6.6,0
Hamburg,9,48.2,17.5,1323.0,0.4,3.4,5.9,0
Frankfurt,3,55.0,16.2,1238.0,0.9,6.1,3.8,1
Cologne,3,60.6,18.7,1729.0,0.64,4.4,6.8,1
Cologne,9,25.5,8.4,800.0,0.5,3.4,5.2,0
Berlin,7,31.8,5.0,800.0,0.42,1.4,8.2,0
Munich,12,58.1,17.9,1544.0,0.83,5.3,4.3,1
Munich,12,42.2,14.1,1207.0,0.35,2.1,7.1,0
Berlin,9,38.3,16.7,976.0,0.64,8.1,2.8,1
Frankfurt,2,32.5,9.0,800.0,0.63,1.0,9.4,0
Frankfurt,7,39.4,15.6,1285.0,0.9,4.0,5.3,0
Munich,8,31.0,5.0,800.0,0.73,4.8,5.8,0
Hamburg,11,65.9,25.5,2177.0,0.86,8.1,1.7,1
Berlin,4,44.8,12.2,865.0,0.9,5.8,3.4,1
Hamburg,10,44.4,15.2,1074.0,0.54,4.0,5.3,0
Berlin,11,50.9,18.2,1614.0,0.7,7.1,3.3,1
Berlin,4,54.6,18.8,1022.0,0.9,6.8,4.1,1
Munich,12,54.5,17.8,1265.0,0.88,5.8,3.7,1
Munich,2,55.7,14.9,1470.0,0.53,5.9,4.6,0
Hamburg,2,38.7,10.2,878.0,0.78,3.4,8.2,0
Frankfurt,4,42.0,17.0,1208.0,0.83,2.8,5.9,0
Cologne,4,52.7,15.8,1021.0,0.72,7.1,3.2,1
Hamburg,5,39.7,12.9,1203.0,0.73,5.9,4.9,0
Berlin,10,44.9,10.5,856.0,0.48,3.2,6.7,0
Cologne,10,49.0,18.9,1469.0,0.81,4.7,6.6,0
Cologne,10,52.9,13.7,1168.0,0.85,5.1,7.1,1
Cologne,9,27.2,11.8,979.0,0.37,2.7,7.7,0
Cologne,11,52.1,14.2,1153.0,0.87,5.3,4.5,1
Cologne,9,42.7,17.3,1116.0,0.88,5.7,5.3,0
Hamburg,7,52.1,17.4,1186.0,0.43,4.1,6.8,0
Munich,6,52.8,15.9,1423.0,0.73,4.0,3.5,1
Munich,10,61.1,25.2,2125.0,0.9,8.0,2.0,1
Berlin,5,58.5,19.3,1621.0,0.72,5.2,4.4,1
Frankfurt,4,58.5,18.4,1355.0,0.9,4.0,6.4,1
Hamburg,2,59.4,22.5,1956.0,0.66,5.2,4.6,1
Cologne,4,47.9,11.5,848.0,0.46,4.3,5.6,0
Munich,11,45.3,7.5,862.0,0.9,6.9,2.3,1
Berlin,7,53.7,21.4,1561.0,0.9,6.8,4.0,1
Cologne,1,52.3,14.9,1089.0,0.9,7.0,4.7,1
Berlin,3,41.9,16.6,1295.0,0.61,5.4,3.7,1
Cologne,4,49.0,16.5,1488.0,0.75,6.3,2.3,1
Cologne,7,44.6,11.4,904.0,0.65,3.4,6.6,0
Munich,3,36.5,14.0,1126.0,0.88,3.3,6.6,0
Munich,4,57.9,18.1,1367.0,0.66,4.3,6.9,1
Cologne,1,45.6,12.0,1010.0,0.88,4.2,4.5,0
Munich,12,65.5,18.7,1480.0,0.67,7.6,1.9,1
Hamburg,1,28.7,5.0,800.0,0.6,3.1,4.8,0
Cologne,10,39.4,14.4,1174.0,0.59,5.9,5.5,0
Munich,12,45.3,12.3,1014.0,0.9,2.8,7.4,0
Berlin,3,56.4,18.7,1965.0,0.63,6.4,3.1,1
Berlin,7,49.0,15.8,1141.0,0.6,3.0,5.7,0
Berlin,11,48.1,13.2,889.0,0.5,5.0,3.8,0
Frankfurt,6,33.7,6.7,800.0,0.9,4.5,5.9,0
Berlin,5,33.4,18.7,1301.0,0.73,3.0,5.9,0
Berlin,8,48.2,15.9,1060.0,0.9,5.6,4.5,0
Hamburg,11,31.4,15.9,986.0,0.31,1.7,10.0,0
Hamburg,8,39.7,16.7,1183.0,0.38,1.5,8.2,0
Frankfurt,4,50.0,15.7,1107.0,0.72,5.8,3.2,1
Hamburg,10,35.2,12.3,800.0,0.88,6.1,4.2,0
Munich,6,61.1,20.8,1614.0,0.63,4.6,4.2,1
Berlin,12,57.2,24.6,1496.0,0.9,7.6,4.2,1
Munich,1,29.3,12.3,1078.0,0.45,3.0,8.4,0
Frankfurt,10,35.7,9.5,800.0,0.64,1.6,8.3,0
Munich,12,22.1,8.4,800.0,0.49,1.0,8.1,0
Munich,10,37.2,14.8,1302.0,0.69,3.7,5.8,0
Munich,9,52.7,14.0,1197.0,0.77,4.7,5.0,1
Hamburg,5,40.9,15.1,1082.0,0.34,2.1,8.3,0
Berlin,8,49.6,20.6,1736.0,0.88,2.4,8.6,0
Munich,10,29.8,7.4,898.0,0.76,1.7,7.3,0
Cologne,10,53.0,15.5,1038.0,0.74,5.6,5.4,1
Berlin,1,39.4,16.6,1481.0,0.73,3.9,6.7,0
Berlin,4,45.1,14.0,896.0,0.41,3.8,5.7,0
Cologne,2,44.1,11.7,1175.0,0.73,4.7,4.2,0
Frankfurt,2,32.3,13.4,930.0,0.7,4.8,5.3,0
Frankfurt,2,33.5,12.9,881.0,0.62,3.9,5.0,0
Berlin,2,54.7,18.5,1711.0,0.9,5.3,5.7,1
Hamburg,8,49.0,19.7,1721.0,0.62,6.3,2.6,1
Frankfurt,6,55.5,22.1,1631.0,0.51,4.1,6.4,0
Frankfurt,9,48.2,15.8,1292.0,0.74,4.5,5.4,0
Munich,2,46.4,21.4,1570.0,0.83,4.3,5.1,0
Munich,1,27.7,14.0,801.0,0.26,1.0,8.9,0
Frankfurt,8,42.3,8.1,800.0,0.71,3.6,7.5,0
Hamburg,10,44.7,11.8,874.0,0.45,1.4,7.4,0
Munich,3,64.5,14.7,990.0,0.9,9.3,1.0,1
Hamburg,3,51.9,16.3,1566.0,0.67,3.8,5.5,1
Berlin,8,60.4,16.5,1137.0,0.9,8.4,1.5,1
Hamburg,5,51.0,14.5,1193.0,0.7,5.2,4.2,1
Munich,8,37.9,15.9,1488.0,0.9,4.6,3.6,1
Cologne,2,46.2,10.1,800.0,0.82,3.9,5.1,0
Hamburg,10,47.4,16.2,1147.0,0.9,5.0,6.6,0
Frankfurt,9,35.6,12.2,1039.0,0.9,4.5,5.7,0
Hamburg,2,41.2,13.5,1169.0,0.75,5.1,5.1,0
Hamburg,9,42.9,14.7,1352.0,0.69,5.5,4.3,0
Hamburg,10,61.1,13.7,1467.0,0.9,5.6,4.4,1
Frankfurt,6,24.2,5.6,800.0,0.5,1.7,7.9,0
Hamburg,12,57.1,23.6,1931.0,0.42,3.3,7.2,0
Cologne,12,35.6,8.3,800.0,0.9,4.3,5.8,0
Frankfurt,5,31.3,15.4,1367.0,0.68,4.8,4.1,0
Cologne,7,56.8,14.7,1214.0,0.68,8.1,2.1,1
Cologne,7,52.3,12.9,993.0,0.87,5.7,1.9,1
Cologne,4,57.5,16.3,1182.0,0.9,4.6,5.8,1
Frankfurt,7,53.0,21.1,1615.0,0.85,2.8,5.8,1
Munich,3,65.6,20.2,1665.0,0.9,8.1,1.8,1
Frankfurt,3,50.6,17.9,1239.0,0.37,2.4,6.4,0
Hamburg,7,43.4,14.7,1115.0,0.81,3.8,6.2,0
Cologne,1,48.4,16.0,1282.0,0.79,4.5,6.1,0
Hamburg,8,57.4,23.0,1529.0,0.61,5.6,5.9,1
Cologne,11,37.2,14.7,967.0,0.9,3.8,4.7,0
Cologne,2,38.5,9.4,800.0,0.45,4.1,6.9,0
Hamburg,1,41.9,13.1,1365.0,0.47,1.0,9.1,0
Berlin,6,24.0,13.2,891.0,0.38,2.4,7.1,0
Cologne,4,46.4,16.4,1302.0,0.81,1.3,9.5,0
Berlin,7,26.1,5.0,800.0,0.41,3.7,6.1,0
Frankfurt,12,45.5,10.9,800.0,0.64,3.7,7.0,0
Cologne,3,53.7,20.6,1356.0,0.82,2.1,6.9,1
Cologne,11,40.2,15.5,1375.0,0.49,2.8,6.6,0
Frankfurt,2,61.8,17.8,1161.0,0.53,5.3,5.6,0
Hamburg,12,30.4,12.4,1171.0,0.52,4.8,6.7,0
Hamburg,11,56.9,23.8,1995.0,0.74,6.0,4.0,1
Berlin,4,51.8,21.6,1715.0,0.74,5.7,1.5,1
Frankfurt,4,27.8,14.1,1315.0,0.86,4.6,5.2,0
Cologne,11,70.0,25.0,2621.0,0.69,6.9,3.2,1
Berlin,4,44.4,14.3,1236.0,0.9,5.6,4.2,0
